pagename_airesante,province,antenne,zonesante,airesante,pagename_province,pagename_antenne,pagename_zonesante,iso3,grid3id,date,edit_par,source_acronym,sourceid,Shape_Length,Shape_Area,xmin,ymin,xmax,ymax
COD_Kwilu_Kikwit_Mungindu_Inera-Kiyaka,Kwilu,Kikwit,Mungindu,Inera Kiyaka,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mungindu,COD,as_940A2284A2,2022,GRID3,multiple data sources,Kwilu_001,0.378918975282909,0.005614267802611,18.929092163000064,-5.396985808999943,19.060404764000054,-5.308850045999975
COD_Kwilu_Kikwit_Mungindu_Isbuma,Kwilu,Kikwit,Mungindu,Isbuma,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mungindu,COD,as_7E475E96F9,2022,GRID3,multiple data sources,Kwilu_001,0.519029402349220,0.007679155936055,19.270090523000022,-5.441202377999957,19.369348372000047,-5.285284580999928
COD_Kwilu_Kikwit_Mungindu_Kakobola,Kwilu,Kikwit,Mungindu,Kakobola,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mungindu,COD,as_2BE9B70753,2022,GRID3,multiple data sources,Kwilu_001,0.431604780334465,0.010228541757078,19.029781873000047,-5.667602539999962,19.140142299000047,-5.540808898999956
COD_Kwilu_Kikwit_Mungindu_Katembo,Kwilu,Kikwit,Mungindu,Katembo,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mungindu,COD,as_35B7B5B458,2022,GRID3,multiple data sources,Kwilu_001,0.248343413011316,0.002988095591727,18.934215501000040,-5.400021294999931,19.021949224000025,-5.348078967999925
COD_Kwilu_Kikwit_Mungindu_Kikandji,Kwilu,Kikwit,Mungindu,Kikandji,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mungindu,COD,as_2F4E2C70F3,2022,GRID3,multiple data sources,Kwilu_001,0.393758254798318,0.004399330126237,18.873325112000032,-5.489414407999959,18.977551795000068,-5.405892076999976
COD_Kwilu_Kikwit_Mungindu_Kilamba,Kwilu,Kikwit,Mungindu,Kilamba,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mungindu,COD,as_CD159DC253,2022,GRID3,multiple data sources,Kwilu_001,0.427805642503728,0.008975418254205,19.095206889000053,-5.577344641999957,19.205350572000043,-5.429380619999961
COD_Kwilu_Kikwit_Mungindu_Kinduku,Kwilu,Kikwit,Mungindu,Kinduku,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mungindu,COD,as_4A4B4F7197,2022,GRID3,multiple data sources,Kwilu_001,0.458944973342542,0.007419023834430,18.969344873000068,-5.636351253999976,19.072662022000031,-5.512099947999957
COD_Kwilu_Kikwit_Mungindu_Kiniama,Kwilu,Kikwit,Mungindu,Kiniama,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mungindu,COD,as_24B265E52D,2022,GRID3,multiple data sources,Kwilu_001,0.669540811339695,0.020107663122311,18.836486817000036,-5.876071743999944,19.005443080000077,-5.665697423999973
COD_Kwilu_Kikwit_Mungindu_Kitambwe-1,Kwilu,Kikwit,Mungindu,Kitambwe 1,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mungindu,COD,as_FBC1AF450F,2022,GRID3,multiple data sources,Kwilu_001,0.559088961631437,0.009662354586654,18.866961786000047,-5.589553135999950,19.015197976000024,-5.462306950999960
COD_Kwilu_Kikwit_Mungindu_Lukamba,Kwilu,Kikwit,Mungindu,Lukamba,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mungindu,COD,as_08542D39EB,2022,GRID3,multiple data sources,Kwilu_001,0.538499870902289,0.012059916972523,19.141342231000067,-5.445269100999951,19.281407851000040,-5.280101881999940
COD_Kwilu_Kikwit_Mungindu_Lusenvu,Kwilu,Kikwit,Mungindu,Lusenvu,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mungindu,COD,as_D4E09AED11,2022,GRID3,multiple data sources,Kwilu_001,0.458483048728320,0.008955713664158,19.029643533000069,-5.773232811999947,19.140142299000047,-5.656188964999956
COD_Kwilu_Kikwit_Mungindu_Malunga,Kwilu,Kikwit,Mungindu,Malunga,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mungindu,COD,as_1B73BDCF87,2022,GRID3,multiple data sources,Kwilu_001,0.236419920543774,0.003006247620022,19.089160517000039,-5.429909495999937,19.170319709000069,-5.356605024999965
COD_Kwilu_Kikwit_Mungindu_Mampungu,Kwilu,Kikwit,Mungindu,Mampungu,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mungindu,COD,as_AAC57012A8,2022,GRID3,multiple data sources,Kwilu_001,0.634923914109508,0.010078045192038,18.818387285000028,-5.557139229999962,18.931018952000045,-5.400618208999958
COD_Kwilu_Kikwit_Mungindu_Mulwa,Kwilu,Kikwit,Mungindu,Mulwa,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mungindu,COD,as_9925B773F9,2022,GRID3,multiple data sources,Kwilu_001,0.696942478396572,0.016623742915285,18.924937932000034,-5.789490382999929,19.046071743000027,-5.553465664999976
COD_Kwilu_Kikwit_Mungindu_Mungayi,Kwilu,Kikwit,Mungindu,Mungayi,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mungindu,COD,as_B2782BD3E3,2022,GRID3,multiple data sources,Kwilu_001,0.903764606377710,0.017760325509245,19.056051084000046,-5.364822044999926,19.232201235000048,-5.156443840999941
COD_Kwilu_Kikwit_Mungindu_Mungindu-1,Kwilu,Kikwit,Mungindu,Mungindu 1,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mungindu,COD,as_515CE865D9,2022,GRID3,multiple data sources,Kwilu_001,0.322752289883162,0.004302449949857,18.996331127000076,-5.520171180999967,19.069211803000030,-5.429434696999976
COD_Kwilu_Kikwit_Mungindu_Mungindu-2,Kwilu,Kikwit,Mungindu,Mungindu 2,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mungindu,COD,as_3058853BB0,2022,GRID3,multiple data sources,Kwilu_001,0.329953168069543,0.004567113634089,18.925667944000054,-5.476732803999937,19.029309855000065,-5.383703443999934
COD_Kwilu_Kikwit_Mungindu_Niekenene,Kwilu,Kikwit,Mungindu,Niekenene,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mungindu,COD,as_428DF7787F,2022,GRID3,multiple data sources,Kwilu_001,0.348740122902836,0.003314109640233,18.980199937000066,-5.463947793999978,19.090601950000064,-5.391857756999968
COD_Kwilu_Kikwit_Mungindu_Panaf,Kwilu,Kikwit,Mungindu,Panaf,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mungindu,COD,as_D47AFADD79,2022,GRID3,multiple data sources,Kwilu_001,0.553363742633357,0.009221800369608,18.827812089000076,-5.705571822999957,18.955596204000074,-5.541141580999977
COD_Kwilu_Kikwit_Pay-Kongila_Kasoma,Kwilu,Kikwit,Pay Kongila,Kasoma,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Pay-Kongila,COD,as_DD84CACEAA,2022,GRID3,multiple data sources,Kwilu_001,0.371028171792180,0.008220102422190,18.411205553000059,-5.305932531999929,18.517318453000030,-5.191804815999944
COD_Kwilu_Kikwit_Pay-Kongila_Kazamba-Kipoy,Kwilu,Kikwit,Pay Kongila,Kazamba Kipoy,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Pay-Kongila,COD,as_08BE30B0B2,2022,GRID3,multiple data sources,Kwilu_001,0.751537654306755,0.017123758390453,18.210497791000023,-5.323972303999938,18.437660243000039,-5.171100773999967
COD_Kwilu_Kikwit_Pay-Kongila_Kazamba-Ngwa,Kwilu,Kikwit,Pay Kongila,Kazamba Ngwa,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Pay-Kongila,COD,as_090ACCA33A,2022,GRID3,multiple data sources,Kwilu_001,0.459056317407529,0.008184814136062,18.501744044000077,-5.357642843999940,18.605225880000035,-5.229077031999964
COD_Kwilu_Kikwit_Pay-Kongila_Kibeti,Kwilu,Kikwit,Pay Kongila,Kibeti,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Pay-Kongila,COD,as_8362D697D1,2022,GRID3,multiple data sources,Kwilu_001,0.686824031953544,0.016299400895787,18.067975500000045,-5.905952672999945,18.216607974000055,-5.709070892999932
COD_Kwilu_Kikwit_Pay-Kongila_Kikumbi,Kwilu,Kikwit,Pay Kongila,Kikumbi,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Pay-Kongila,COD,as_DA04AB2C72,2022,GRID3,multiple data sources,Kwilu_001,0.522091713868884,0.013194945403408,18.178030407000051,-5.499009051999963,18.332471362000035,-5.362908423999954
COD_Kwilu_Kikwit_Pay-Kongila_Kimbekele,Kwilu,Kikwit,Pay Kongila,Kimbekele,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Pay-Kongila,COD,as_44EC398ADD,2022,GRID3,multiple data sources,Kwilu_001,0.671696266551853,0.020270910676368,18.150445569000055,-5.651830307999944,18.367786707000050,-5.488093614999968
COD_Kwilu_Kikwit_Pay-Kongila_Kimbilangundu,Kwilu,Kikwit,Pay Kongila,Kimbilangundu,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Pay-Kongila,COD,as_BD62206FF2,2022,GRID3,multiple data sources,Kwilu_001,0.454960984414199,0.007523933747436,18.436100152000051,-5.396709388999966,18.551864788000046,-5.284548011999959
COD_Kwilu_Kikwit_Pay-Kongila_Kimbwalu,Kwilu,Kikwit,Pay Kongila,Kimbwalu,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Pay-Kongila,COD,as_E73D6F6BE4,2022,GRID3,multiple data sources,Kwilu_001,0.698661011527859,0.019731073520396,18.186981902000070,-5.392641363999928,18.364453321000042,-5.217774549999945
COD_Kwilu_Kikwit_Pay-Kongila_Kindundu,Kwilu,Kikwit,Pay Kongila,Kindundu,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Pay-Kongila,COD,as_295E203A53,2022,GRID3,multiple data sources,Kwilu_001,0.363574871350132,0.002972070348433,18.321637315000032,-5.434758284999930,18.436629152000023,-5.385523373999945
COD_Kwilu_Kikwit_Pay-Kongila_Kingola,Kwilu,Kikwit,Pay Kongila,Kingola,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Pay-Kongila,COD,as_B6A3D3F5B5,2022,GRID3,multiple data sources,Kwilu_001,0.739668379533889,0.006766916763273,18.413737528000070,-5.472328087999927,18.556861657000070,-5.363176814999974
COD_Kwilu_Kikwit_Pay-Kongila_Kingulu,Kwilu,Kikwit,Pay Kongila,Kingulu,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Pay-Kongila,COD,as_88438886C4,2022,GRID3,multiple data sources,Kwilu_001,0.413956986353613,0.006170509415917,18.561675044000026,-5.320875904999980,18.661638108000034,-5.202008502999945
COD_Kwilu_Kikwit_Pay-Kongila_Kipalanka,Kwilu,Kikwit,Pay Kongila,Kipalanka,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Pay-Kongila,COD,as_F3CFDA9F98,2022,GRID3,multiple data sources,Kwilu_001,0.389752792033200,0.004805732273088,18.365458937000028,-5.509310452999955,18.461396983000043,-5.429502563999961
COD_Kwilu_Kikwit_Pay-Kongila_Kipungu,Kwilu,Kikwit,Pay Kongila,Kipungu,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Pay-Kongila,COD,as_EC4201220B,2022,GRID3,multiple data sources,Kwilu_001,0.347236451127978,0.004554338769036,18.320548090000045,-5.367306873999951,18.452144697000051,-5.305055543999970
COD_Kwilu_Kikwit_Pay-Kongila_Kisamba,Kwilu,Kikwit,Pay Kongila,Kisamba,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Pay-Kongila,COD,as_EFB7D8B6F1,2022,GRID3,multiple data sources,Kwilu_001,0.507645390670562,0.012900423024679,18.097526112000025,-5.759234327999934,18.247659939000073,-5.628438997999979
COD_Kwilu_Kikwit_Pay-Kongila_Kisumbu,Kwilu,Kikwit,Pay Kongila,Kisumbu,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Pay-Kongila,COD,as_6674DDA81B,2022,GRID3,multiple data sources,Kwilu_001,0.446138849958430,0.004986814186867,18.295703943000035,-5.399301309999942,18.445788404000041,-5.344091953999964
COD_Kwilu_Kikwit_Pay-Kongila_Kola,Kwilu,Kikwit,Pay Kongila,Kola,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Pay-Kongila,COD,as_FCC8C9F2BC,2022,GRID3,multiple data sources,Kwilu_001,0.285471788234517,0.002903382689405,18.322322619000033,-5.552163776999976,18.389634796000053,-5.485266699999954
COD_Kwilu_Kikwit_Pay-Kongila_Kulungusiki,Kwilu,Kikwit,Pay Kongila,Kulungusiki,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Pay-Kongila,COD,as_B10DD2765D,2022,GRID3,multiple data sources,Kwilu_001,0.735363337052628,0.014085614098811,18.052827108000031,-5.698673312999972,18.321506191000026,-5.558661876999963
COD_Kwilu_Kikwit_Pay-Kongila_Mbamba,Kwilu,Kikwit,Pay Kongila,Mbamba,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Pay-Kongila,COD,as_1547147DC5,2022,GRID3,multiple data sources,Kwilu_001,0.841720682896771,0.030134574579565,18.325436109000066,-5.872168197999940,18.575417467000022,-5.687199936999946
COD_Kwilu_Kikwit_Pay-Kongila_Minzimba,Kwilu,Kikwit,Pay Kongila,Minzimba,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Pay-Kongila,COD,as_4F28CD38C8,2022,GRID3,multiple data sources,Kwilu_001,0.613953361024123,0.013583683094210,18.020410136000066,-5.605284868999945,18.182746271000042,-5.442887106999933
COD_Kwilu_Kikwit_Pay-Kongila_Mungulu,Kwilu,Kikwit,Pay Kongila,Mungulu,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Pay-Kongila,COD,as_1A4900F307,2022,GRID3,multiple data sources,Kwilu_001,0.755363123209396,0.022106021456370,17.900926147000064,-5.734654443999943,18.119892138000068,-5.549331152999969
COD_Kwilu_Kikwit_Pay-Kongila_Pay,Kwilu,Kikwit,Pay Kongila,Pay,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Pay-Kongila,COD,as_0712C85AC7,2022,GRID3,multiple data sources,Kwilu_001,0.431283526018427,0.007874126995032,18.275660453000057,-5.537154848999933,18.385227950000058,-5.397831956999937
COD_Kwilu_Kikwit_Pay-Kongila_Peshi,Kwilu,Kikwit,Pay Kongila,Peshi,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Pay-Kongila,COD,as_E0D4BF6DFB,2022,GRID3,multiple data sources,Kwilu_001,0.516067692949812,0.012846613209195,18.043036733000065,-5.476401539999927,18.189040144000046,-5.354043707999949
COD_Kwilu_Kikwit_Pay-Kongila_Sungu,Kwilu,Kikwit,Pay Kongila,Sungu,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Pay-Kongila,COD,as_EFF870D3A2,2022,GRID3,multiple data sources,Kwilu_001,0.545849162358235,0.014132215035772,18.213042268000038,-5.804369119999933,18.377073931000041,-5.671428483999932
COD_Kwilu_Kikwit_Yasa-Bonga_Bengi,Kwilu,Kikwit,Yasa Bonga,Bengi,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Yasa-Bonga,COD,as_C068B0C7FB,2022,GRID3,multiple data sources,Kwilu_001,0.652651813967761,0.014689880408600,17.642677356000036,-4.526494858999968,17.835232161000022,-4.374181894999936
COD_Kwilu_Kikwit_Yasa-Bonga_Bilili,Kwilu,Kikwit,Yasa Bonga,Bilili,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Yasa-Bonga,COD,as_87313146E4,2022,GRID3,multiple data sources,Kwilu_001,0.561446649405536,0.011484797687292,17.989476645000025,-4.313764503999948,18.126126064000061,-4.157988403999980
COD_Kwilu_Kikwit_Yasa-Bonga_Buseke,Kwilu,Kikwit,Yasa Bonga,Buseke,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Yasa-Bonga,COD,as_62165DC017,2022,GRID3,multiple data sources,Kwilu_001,0.486559958269851,0.011506800156292,17.933855076000043,-4.267445363999968,18.045898439000041,-4.128471388999969
COD_Kwilu_Kikwit_Yasa-Bonga_Dunda,Kwilu,Kikwit,Yasa Bonga,Dunda,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Yasa-Bonga,COD,as_E09DFE2364,2022,GRID3,multiple data sources,Kwilu_001,0.613310055738022,0.010561279130122,17.595771155000023,-4.692829700999937,17.723710709000045,-4.545263051999939
COD_Kwilu_Kikwit_Yasa-Bonga_Fula,Kwilu,Kikwit,Yasa Bonga,Fula,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Yasa-Bonga,COD,as_D75A2E8106,2022,GRID3,multiple data sources,Kwilu_001,0.461986691130092,0.009101471002978,17.913858516000062,-4.693341714999974,18.017252983000049,-4.549011230999952
COD_Kwilu_Kikwit_Yasa-Bonga_Kiamfu,Kwilu,Kikwit,Yasa Bonga,Kiamfu,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Yasa-Bonga,COD,as_9E2E114DAD,2022,GRID3,multiple data sources,Kwilu_001,0.507943855240524,0.011268573490231,17.932130024000060,-4.435701556999959,18.076564422000047,-4.300316647999978
COD_Kwilu_Kikwit_Yasa-Bonga_Kimbinga,Kwilu,Kikwit,Yasa Bonga,Kimbinga,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Yasa-Bonga,COD,as_786795F628,2022,GRID3,multiple data sources,Kwilu_001,0.318796012795304,0.005783855319654,18.007485307000024,-4.633198161999928,18.106799723000051,-4.539581682999938
COD_Kwilu_Kikwit_Yasa-Bonga_Kimburi,Kwilu,Kikwit,Yasa Bonga,Kimburi,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Yasa-Bonga,COD,as_41B79751F9,2022,GRID3,multiple data sources,Kwilu_001,0.424460146189605,0.006779251506730,17.916051376000041,-4.374759396999934,18.035948072000053,-4.265987943999960
COD_Kwilu_Kikwit_Yasa-Bonga_Kimbwayamu,Kwilu,Kikwit,Yasa Bonga,Kimbwayamu,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Yasa-Bonga,COD,as_11B4D7D7E5,2022,GRID3,multiple data sources,Kwilu_001,0.492499091029101,0.010256924606690,17.795836932000043,-4.591350521999971,17.937759876000030,-4.464543704999926
COD_Kwilu_Kikwit_Yasa-Bonga_Kimputu,Kwilu,Kikwit,Yasa Bonga,Kimputu,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Yasa-Bonga,COD,as_9EE1E0FBEA,2022,GRID3,multiple data sources,Kwilu_001,0.435842837918664,0.006306259327300,17.977419544000043,-4.749428923999972,18.079250221000052,-4.617627579999976
COD_Kwilu_Kikwit_Yasa-Bonga_Kina-Kaboba,Kwilu,Kikwit,Yasa Bonga,Kina Kaboba,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Yasa-Bonga,COD,as_667A04A3AF,2022,GRID3,multiple data sources,Kwilu_001,0.469491954959744,0.009513031109667,17.673292701000037,-4.615967459999979,17.804945312000029,-4.490011411999944
COD_Kwilu_Kikwit_Yasa-Bonga_Kisangani,Kwilu,Kikwit,Yasa Bonga,Kisangani,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Yasa-Bonga,COD,as_A2D71FDBCA,2022,GRID3,multiple data sources,Kwilu_001,0.486479513289880,0.007192970482527,17.871602899000038,-4.674619735999954,17.971414239000069,-4.526465300999973
COD_Kwilu_Kikwit_Yasa-Bonga_Kitoy-Bumba,Kwilu,Kikwit,Yasa Bonga,Kitoy Bumba,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Yasa-Bonga,COD,as_3A673BA7D5,2022,GRID3,multiple data sources,Kwilu_001,0.511544348998298,0.012986771531197,17.752568904000043,-4.464697824999973,17.900008624000066,-4.299465150999936
COD_Kwilu_Kikwit_Yasa-Bonga_Kwaya,Kwilu,Kikwit,Yasa Bonga,Kwaya,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Yasa-Bonga,COD,as_11A68EB3DC,2022,GRID3,multiple data sources,Kwilu_001,0.503210244753363,0.008817122406678,18.029336536000073,-4.526630398999941,18.167981267000073,-4.405393047999951
COD_Kwilu_Kikwit_Yasa-Bonga_Lulau,Kwilu,Kikwit,Yasa Bonga,Lulau,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Yasa-Bonga,COD,as_C992424D1C,2022,GRID3,multiple data sources,Kwilu_001,0.616696713917887,0.011885335352448,17.839402153000037,-4.392793955999934,17.952733008000052,-4.213246683999955
COD_Kwilu_Kikwit_Yasa-Bonga_Luwanga,Kwilu,Kikwit,Yasa Bonga,Luwanga,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Yasa-Bonga,COD,as_EE8C8782CB,2022,GRID3,multiple data sources,Kwilu_001,0.343808612806957,0.006113253454555,18.068340449000061,-4.582120991999943,18.181989144000056,-4.487656115999926
COD_Kwilu_Kikwit_Yasa-Bonga_Mandondo,Kwilu,Kikwit,Yasa Bonga,Mandondo,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Yasa-Bonga,COD,as_5BA9F69276,2022,GRID3,multiple data sources,Kwilu_001,0.468666317609040,0.009178191218110,17.738643888000070,-4.668014622999976,17.887154054000064,-4.552088532999960
COD_Kwilu_Kikwit_Yasa-Bonga_Matamba,Kwilu,Kikwit,Yasa Bonga,Matamba,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Yasa-Bonga,COD,as_DF6B014E7D,2022,GRID3,multiple data sources,Kwilu_001,0.292675326187503,0.003741612980833,17.990904633000071,-4.574584959999925,18.074127961000045,-4.503958395999973
COD_Kwilu_Kikwit_Yasa-Bonga_Mbanza-Gobari,Kwilu,Kikwit,Yasa Bonga,Mbanza Gobari,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Yasa-Bonga,COD,as_C4981F5BCB,2022,GRID3,multiple data sources,Kwilu_001,0.434132464983770,0.008548320369618,18.059656963000066,-4.451306816999931,18.144811672000060,-4.292598073999955
COD_Kwilu_Kikwit_Yasa-Bonga_Mbanza-Mfumu-Nkento,Kwilu,Kikwit,Yasa Bonga,Mbanza Mfumu Nkento,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Yasa-Bonga,COD,as_029EB90E51,2022,GRID3,multiple data sources,Kwilu_001,0.509121285596539,0.008089951836396,17.856935114000066,-4.766385678999939,17.986742652000032,-4.643864543999939
COD_Kwilu_Kikwit_Yasa-Bonga_Mbanza-Nganda,Kwilu,Kikwit,Yasa Bonga,Mbanza Nganda,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Yasa-Bonga,COD,as_4DB1845944,2022,GRID3,multiple data sources,Kwilu_001,0.356376863347375,0.007034308852784,17.953540664000059,-4.507737555999938,18.057148977000054,-4.414255799999978
COD_Kwilu_Kikwit_Yasa-Bonga_Mbanza-Wamba,Kwilu,Kikwit,Yasa Bonga,Mbanza Wamba,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Yasa-Bonga,COD,as_B1DC132D4A,2022,GRID3,multiple data sources,Kwilu_001,0.525861121278999,0.009676585928888,17.835402392000049,-4.516484335999962,17.968396527000039,-4.372934469999961
COD_Kwilu_Kikwit_Yasa-Bonga_Mukengi,Kwilu,Kikwit,Yasa Bonga,Mukengi,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Yasa-Bonga,COD,as_C9F23FD362,2022,GRID3,multiple data sources,Kwilu_001,0.300043311650949,0.005460231311201,18.079250221000052,-4.658291655999960,18.168049575000055,-4.565181030999952
COD_Kwilu_Kikwit_Yasa-Bonga_Pelo,Kwilu,Kikwit,Yasa Bonga,Pelo,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Yasa-Bonga,COD,as_F58A156158,2022,GRID3,multiple data sources,Kwilu_001,0.517305431334433,0.008737882588230,17.700349444000040,-4.739427344999967,17.858428287000038,-4.615914852999936
COD_Kwilu_Kikwit_Yasa-Bonga_Yasa,Kwilu,Kikwit,Yasa Bonga,Yasa,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Yasa-Bonga,COD,as_CA5FE33C23,2022,GRID3,multiple data sources,Kwilu_001,0.311294429290149,0.003037577879453,17.932180467000023,-4.561198205999972,18.009733444000062,-4.493310692999955
COD_Lomami_Kabinda_Kabinda_Babindi,Lomami,Kabinda,Kabinda,Babindi,COD_Lomami,COD_Lomami_Kabinda,COD_Lomami_Kabinda_Kabinda,COD,as_10DC888106,2022,GRID3,multiple data sources,Lomami_001,1.224207363081685,0.042312306585334,23.921604172000059,-6.058743399999969,24.240826556000059,-5.822717697999963
COD_Lomami_Kabinda_Kabinda_Bakadiangu,Lomami,Kabinda,Kabinda,Bakadiangu,COD_Lomami,COD_Lomami_Kabinda,COD_Lomami_Kabinda_Kabinda,COD,as_86F4635838,2022,GRID3,multiple data sources,Lomami_001,0.723860985382248,0.025103681286817,24.165704928000025,-6.359521863999930,24.332658467000044,-6.116802583999970
COD_Lomami_Kabinda_Kabinda_Congoshidika,Lomami,Kabinda,Kabinda,Congoshidika,COD_Lomami,COD_Lomami_Kabinda,COD_Lomami_Kabinda_Kabinda,COD,as_7F4CEF0B27,2022,GRID3,multiple data sources,Lomami_001,0.105863847862397,0.000483524739307,24.465345359000025,-6.141004110999972,24.488097807000031,-6.109897313999966
COD_Lomami_Kabinda_Kabinda_Kabinda,Lomami,Kabinda,Kabinda,Kabinda,COD_Lomami,COD_Lomami_Kabinda,COD_Lomami_Kabinda_Kabinda,COD,as_1D3EF4C861,2022,GRID3,multiple data sources,Lomami_001,0.531258828606899,0.010795656222124,24.449058333000039,-6.300949165999953,24.574387219000073,-6.135296667999967
COD_Lomami_Kabinda_Kabinda_Kalambo,Lomami,Kabinda,Kabinda,Kalambo,COD_Lomami,COD_Lomami_Kabinda,COD_Lomami_Kabinda_Kabinda,COD,as_40C0B3C086,2022,GRID3,multiple data sources,Lomami_001,0.444215838645882,0.010111217884876,24.358721856000045,-6.534887351999942,24.503461694000066,-6.400333566999961
COD_Lomami_Kabinda_Kabinda_Kamende,Lomami,Kabinda,Kabinda,Kamende,COD_Lomami,COD_Lomami_Kabinda,COD_Lomami_Kabinda_Kabinda,COD,as_7B937CD892,2022,GRID3,multiple data sources,Lomami_001,0.910825104749293,0.030174870788997,24.502572947000033,-6.530601843999932,24.754970207000042,-6.251641840999980
