pagename_airesante,province,antenne,zonesante,airesante,pagename_province,pagename_antenne,pagename_zonesante,iso3,grid3id,date,edit_par,source_acronym,sourceid,Shape_Length,Shape_Area,xmin,ymin,xmax,ymax
COD_Kwilu_Kikwit_Mokala_Kindwa,Kwilu,Kikwit,Mokala,Kindwa,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mokala,COD,as_DB498A2B28,2022,GRID3,multiple data sources,Kwilu_001,0.717755610592985,0.014963454649606,19.115008040000077,-4.287669711999968,19.323209287000054,-4.115851741999961
COD_Kwilu_Kikwit_Mokala_Kinkono,Kwilu,Kikwit,Mokala,Kinkono,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mokala,COD,as_47DF3C836F,2022,GRID3,multiple data sources,Kwilu_001,0.431551362568560,0.006682015954433,19.082294986000022,-4.271992107999949,19.200525613000025,-4.180499072999964
COD_Kwilu_Kikwit_Mokala_Kinkuni,Kwilu,Kikwit,Mokala,Kinkuni,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mokala,COD,as_FB22B6BECD,2022,GRID3,multiple data sources,Kwilu_001,0.416352274536460,0.008172369834870,18.837047618000042,-3.826145374999953,18.944663408000054,-3.690565910999965
COD_Kwilu_Kikwit_Mokala_Kio,Kwilu,Kikwit,Mokala,Kio,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mokala,COD,as_BFA20AC12A,2022,GRID3,multiple data sources,Kwilu_001,0.434204714251204,0.009466520608075,18.800672494000025,-4.108400944999971,18.915743055000064,-3.946104286999969
COD_Kwilu_Kikwit_Mokala_Longwama,Kwilu,Kikwit,Mokala,Longwama,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mokala,COD,as_5828F21130,2022,GRID3,multiple data sources,Kwilu_001,0.564503448067455,0.018402053539497,18.733118551000075,-3.987204208999970,18.907090110000070,-3.799512372999970
COD_Kwilu_Kikwit_Mokala_Makanga,Kwilu,Kikwit,Mokala,Makanga,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mokala,COD,as_36A9BF074D,2022,GRID3,multiple data sources,Kwilu_001,0.536215760625764,0.014232177217634,18.928996166000047,-3.865815371999929,19.106096338000043,-3.690400599999975
COD_Kwilu_Kikwit_Mokala_Mateko-Etat,Kwilu,Kikwit,Mokala,Mateko Etat,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mokala,COD,as_4AD577AA17,2022,GRID3,multiple data sources,Kwilu_001,0.307042688060474,0.005045138700089,18.935990714000070,-4.030681884999979,19.030793355000071,-3.942161117999945
COD_Kwilu_Kikwit_Mokala_Mateko-Kivuvu,Kwilu,Kikwit,Mokala,Mateko Kivuvu,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mokala,COD,as_7085681C29,2022,GRID3,multiple data sources,Kwilu_001,0.349814524736693,0.005085220484416,19.052097350000054,-4.226745305999941,19.130549756000050,-4.110540175999972
COD_Kwilu_Kikwit_Mokala_Mbala-Badinga,Kwilu,Kikwit,Mokala,Mbala Badinga,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mokala,COD,as_12C3309426,2022,GRID3,multiple data sources,Kwilu_001,0.443860275757646,0.010894638496583,18.932454173000053,-4.229187516999957,19.064421016000040,-4.100990919999958
COD_Kwilu_Kikwit_Mokala_Mbongi,Kwilu,Kikwit,Mokala,Mbongi,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mokala,COD,as_8F3FE7C69F,2022,GRID3,multiple data sources,Kwilu_001,0.356939274639853,0.005310662844316,19.098604660000035,-4.353863412999942,19.202515032000065,-4.263257955999961
COD_Kwilu_Kikwit_Mokala_Mobini,Kwilu,Kikwit,Mokala,Mobini,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mokala,COD,as_8A2E018C8C,2022,GRID3,multiple data sources,Kwilu_001,0.360742012557896,0.005238156129982,18.827371001000074,-4.211388484999929,18.932413717000031,-4.080885936999948
COD_Kwilu_Kikwit_Mokala_Mokala,Kwilu,Kikwit,Mokala,Mokala,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mokala,COD,as_AE28651F8C,2022,GRID3,multiple data sources,Kwilu_001,0.462121879114766,0.010693083517028,18.847269998000058,-4.080568192999976,18.974015523000048,-3.907112311999981
COD_Kwilu_Kikwit_Mokala_Musele,Kwilu,Kikwit,Mokala,Musele,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mokala,COD,as_C21FAA96E1,2022,GRID3,multiple data sources,Kwilu_001,0.650554471697822,0.016497392160034,18.989301170000033,-4.072978129999967,19.149527314000068,-3.844299781999950
COD_Kwilu_Kikwit_Mokala_Muzo,Kwilu,Kikwit,Mokala,Muzo,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mokala,COD,as_38F3187BD4,2022,GRID3,multiple data sources,Kwilu_001,0.523607542838291,0.013908460728769,18.682226805000028,-4.093676035999977,18.826311675000056,-3.899920343999952
COD_Kwilu_Kikwit_Mokala_Ngamfumu,Kwilu,Kikwit,Mokala,Ngamfumu,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mokala,COD,as_7455D195A8,2022,GRID3,multiple data sources,Kwilu_001,0.431875390022865,0.008792509521994,18.918773957000042,-3.911566712999957,19.049130283000068,-3.757738247999953
COD_Kwilu_Kikwit_Mokala_Nianga,Kwilu,Kikwit,Mokala,Nianga,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mokala,COD,as_3BBC5221A1,2022,GRID3,multiple data sources,Kwilu_001,0.292069597295388,0.004278462102545,18.801322168000070,-4.146796901999949,18.897494503000075,-4.063061759999925
COD_Kwilu_Kikwit_Mokala_Nseke-Mputu,Kwilu,Kikwit,Mokala,Nseke Mputu,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mokala,COD,as_7A2F516AF8,2022,GRID3,multiple data sources,Kwilu_001,0.523163134963512,0.013924298014434,19.225467715000036,-4.046113619999971,19.347028417000047,-3.863737212999979
COD_Kwilu_Kikwit_Mokala_Nsenge-Nsenge,Kwilu,Kikwit,Mokala,Nsenge Nsenge,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mokala,COD,as_571CB81B44,2022,GRID3,multiple data sources,Kwilu_001,0.397546420571413,0.009089806491071,18.890793899000073,-3.947628075999944,19.011821901000076,-3.821564763999959
COD_Kwilu_Kikwit_Mokala_Panu-2,Kwilu,Kikwit,Mokala,Panu 2,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mokala,COD,as_0301BAFDF7,2022,GRID3,multiple data sources,Kwilu_001,0.121392321299075,0.000435857993292,19.094443712000043,-3.826589970999976,19.116010292000055,-3.781931039999961
COD_Kwilu_Kikwit_Mokala_Panu-3,Kwilu,Kikwit,Mokala,Panu 3,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mokala,COD,as_218B7E20CF,2022,GRID3,multiple data sources,Kwilu_001,0.061283134112336,0.000140502387806,19.109544476000053,-3.797703736999949,19.127912844000036,-3.785016538999969
COD_Kwilu_Kikwit_Mokala_Panu-CBCO,Kwilu,Kikwit,Mokala,Panu CBCO,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mokala,COD,as_ABF4A3BFDB,2022,GRID3,multiple data sources,Kwilu_001,0.092329051593067,0.000386442837066,19.099960724000027,-3.826259739999955,19.124996663000047,-3.800105194999958
COD_Kwilu_Kikwit_Mokala_Panu-Cite,Kwilu,Kikwit,Mokala,Panu Cité,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mokala,COD,as_8A0CC900F5,2022,GRID3,multiple data sources,Kwilu_001,0.061043207487173,0.000096382261388,19.108784896000031,-3.803195508999977,19.126462296000057,-3.792517619999956
COD_Kwilu_Kikwit_Mokala_Panu-Sumbu,Kwilu,Kikwit,Mokala,Panu Sumbu,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mokala,COD,as_7F298C6D9E,2022,GRID3,multiple data sources,Kwilu_001,0.464588913247149,0.012348551836010,19.075756947000059,-3.963446307999959,19.186091523000073,-3.788493489999951
COD_Kwilu_Kikwit_Mokala_Pio-Pio,Kwilu,Kikwit,Mokala,Pio Pio,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mokala,COD,as_27BCC3F06F,2022,GRID3,multiple data sources,Kwilu_001,0.277913703055886,0.003294660409245,19.332440663000057,-3.971630220999941,19.412535039000034,-3.893505985999980
COD_Kwilu_Kikwit_Mokala_Pio-Pio-2,Kwilu,Kikwit,Mokala,Pio Pio 2,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mokala,COD,as_D870ECAF01,2022,GRID3,multiple data sources,Kwilu_001,0.235788266588543,0.001887751261870,19.343640213000072,-4.014911104999953,19.401302816000054,-3.965490414999977
COD_Kwilu_Kikwit_Mokala_Sedzo,Kwilu,Kikwit,Mokala,Sedzo,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mokala,COD,as_70C849B138,2022,GRID3,multiple data sources,Kwilu_001,0.478342437231488,0.012411481529123,19.114431096000033,-4.119747653999980,19.242869520000056,-3.969101419999959
COD_Kwilu_Kikwit_Mosango_Kasay,Kwilu,Kikwit,Mosango,Kasay,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mosango,COD,as_83123474EF,2022,GRID3,multiple data sources,Kwilu_001,0.677615925746192,0.012055050480451,18.275866506000057,-4.997983397999974,18.374483636000036,-4.762580294999964
COD_Kwilu_Kikwit_Mosango_Kinzamba-1,Kwilu,Kikwit,Mosango,Kinzamba 1,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mosango,COD,as_0F0D9106D9,2022,GRID3,multiple data sources,Kwilu_001,0.898777829452360,0.030143563995358,18.095173917000068,-5.177076146999980,18.345329019000076,-4.934035443999960
COD_Kwilu_Kikwit_Mosango_Kinzanda,Kwilu,Kikwit,Mosango,Kinzanda,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mosango,COD,as_25125D9FFA,2022,GRID3,multiple data sources,Kwilu_001,0.741535571259563,0.020364144159907,18.056400997000026,-5.393669078999949,18.216396045000067,-5.179672727999957
COD_Kwilu_Kikwit_Mosango_Kinzenzengo,Kwilu,Kikwit,Mosango,Kinzenzengo,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mosango,COD,as_71AE4B3470,2022,GRID3,multiple data sources,Kwilu_001,0.657599009877983,0.021076725249784,17.932609983000077,-5.404467042999954,18.104029652000065,-5.212216439999963
COD_Kwilu_Kikwit_Mosango_Kipembe,Kwilu,Kikwit,Mosango,Kipembe,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mosango,COD,as_7103278D66,2022,GRID3,multiple data sources,Kwilu_001,0.397517942172755,0.008006363057617,17.933868426000060,-5.228486465999936,18.075515255000028,-5.131467130999965
COD_Kwilu_Kikwit_Mosango_Kipwanga,Kwilu,Kikwit,Mosango,Kipwanga,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mosango,COD,as_A48CBEDF09,2022,GRID3,multiple data sources,Kwilu_001,0.556156379756329,0.015986081644996,18.151147646000027,-4.979897937999965,18.301814127000057,-4.815805757999954
COD_Kwilu_Kikwit_Mosango_Kitambo,Kwilu,Kikwit,Mosango,Kitambo,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mosango,COD,as_E5A644A2E5,2022,GRID3,multiple data sources,Kwilu_001,0.365566055663533,0.004216241929777,17.975456075000068,-4.787090346999946,18.065510847000041,-4.689306039999963
COD_Kwilu_Kikwit_Mosango_Kumbi,Kwilu,Kikwit,Mosango,Kumbi,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mosango,COD,as_0890DF3B56,2022,GRID3,multiple data sources,Kwilu_001,0.423483807602953,0.010564623872040,18.195603596000069,-4.844498399999964,18.332231087000025,-4.725426881999965
COD_Kwilu_Kikwit_Mosango_Kumbi-makopa,Kwilu,Kikwit,Mosango,Kumbi makopa,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mosango,COD,as_A3F5A1E037,2022,GRID3,multiple data sources,Kwilu_001,0.598026236130327,0.011311774497254,17.974321447000023,-4.871383541999933,18.178710938000052,-4.774744219999945
COD_Kwilu_Kikwit_Mosango_Mangungu,Kwilu,Kikwit,Mosango,Mangungu,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mosango,COD,as_F234E02EC6,2022,GRID3,multiple data sources,Kwilu_001,0.938027012069423,0.029471607374252,18.023754555000039,-5.223529191999944,18.260676089000071,-4.953677485999947
COD_Kwilu_Kikwit_Mosango_Mbulu,Kwilu,Kikwit,Mosango,Mbulu,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mosango,COD,as_2BD6833D51,2022,GRID3,multiple data sources,Kwilu_001,0.435000870183442,0.005118507072711,17.922815824000054,-5.196283434999941,18.028538739000055,-5.085309041999949
COD_Kwilu_Kikwit_Mosango_Mosango,Kwilu,Kikwit,Mosango,Mosango,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mosango,COD,as_38F56F819D,2022,GRID3,multiple data sources,Kwilu_001,0.432171530905805,0.010048870999948,18.039891618000070,-4.943723284999976,18.173216572000058,-4.831726072999970
COD_Kwilu_Kikwit_Mosango_Mosenge,Kwilu,Kikwit,Mosango,Mosenge,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mosango,COD,as_858E37E63D,2022,GRID3,multiple data sources,Kwilu_001,0.510573646566094,0.007975382140505,17.962583359000064,-5.134945438999978,18.105677736000075,-5.011272785999950
COD_Kwilu_Kikwit_Mosango_Mudiambu,Kwilu,Kikwit,Mosango,Mudiambu,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mosango,COD,as_4DAE682630,2022,GRID3,multiple data sources,Kwilu_001,0.361131044528635,0.004335111074179,18.116398426000046,-4.710225921999950,18.196012012000040,-4.573801051999965
COD_Kwilu_Kikwit_Mosango_Muluma,Kwilu,Kikwit,Mosango,Muluma,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mosango,COD,as_A8C0AEDD22,2022,GRID3,multiple data sources,Kwilu_001,0.348006389961621,0.005984640417516,18.046474096000054,-4.796559299999956,18.161231895000071,-4.708681564999949
COD_Kwilu_Kikwit_Mosango_Muwanda,Kwilu,Kikwit,Mosango,Muwanda,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mosango,COD,as_808C48D6F4,2022,GRID3,multiple data sources,Kwilu_001,0.387786535879353,0.006005725205055,18.114166512000054,-4.862379546999932,18.204633441000055,-4.723295933999964
COD_Kwilu_Kikwit_Mosango_Tumikia,Kwilu,Kikwit,Mosango,Tumikia,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mosango,COD,as_F87A4A14E1,2022,GRID3,multiple data sources,Kwilu_001,0.349320945434166,0.005511958276355,18.037326872000051,-4.726689299999975,18.159141538000029,-4.633198161999928
COD_Kwilu_Kikwit_Mosango_Yenzi,Kwilu,Kikwit,Mosango,Yenzi,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mosango,COD,as_B3AD8B3CCA,2022,GRID3,multiple data sources,Kwilu_001,0.277697972297521,0.003726707082906,18.159141538000029,-4.747594439999943,18.258965340000032,-4.675259624999967
COD_Kwilu_Kikwit_Mukedi_Bundo,Kwilu,Kikwit,Mukedi,Bundo,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mukedi,COD,as_8A78FB05AB,2022,GRID3,multiple data sources,Kwilu_001,0.544480852126444,0.015318364603208,19.869394637000028,-5.642747947999965,20.014381868000044,-5.465372189999925
COD_Kwilu_Kikwit_Mukedi_Dongo-Selenge,Kwilu,Kikwit,Mukedi,Dongo Selenge,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mukedi,COD,as_1AA2CA8078,2022,GRID3,multiple data sources,Kwilu_001,0.637950325763471,0.013797318112565,19.407922066000026,-5.916545114999963,19.542011140000056,-5.696250535999980
COD_Kwilu_Kikwit_Mukedi_Kalombo,Kwilu,Kikwit,Mukedi,Kalombo,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mukedi,COD,as_23F83897BA,2022,GRID3,multiple data sources,Kwilu_001,0.412124274502704,0.009116920860687,19.567395786000077,-6.111136121999948,19.695144641000070,-5.988204039999971
COD_Kwilu_Kikwit_Mukedi_Kangumba,Kwilu,Kikwit,Mukedi,Kangumba,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mukedi,COD,as_624EC8AD1C,2022,GRID3,multiple data sources,Kwilu_001,0.504667565124065,0.014561448180162,19.884476164000034,-6.013872735999939,20.043738884000049,-5.857813389999933
COD_Kwilu_Kikwit_Mukedi_Katamba,Kwilu,Kikwit,Mukedi,Katamba,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mukedi,COD,as_6817C260C3,2022,GRID3,multiple data sources,Kwilu_001,0.754599115218146,0.027533403068561,19.964265041000033,-5.742083926999953,20.182210171000065,-5.558307092999939
COD_Kwilu_Kikwit_Mukedi_Katembo,Kwilu,Kikwit,Mukedi,Katembo,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mukedi,COD,as_666C8C52AA,2022,GRID3,multiple data sources,Kwilu_001,0.482451850824259,0.007182889358833,19.739524341000049,-5.974790779999978,19.890897447000043,-5.877810396999962
COD_Kwilu_Kikwit_Mukedi_Kilembe-Etat,Kwilu,Kikwit,Mukedi,Kilembe Etat,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mukedi,COD,as_9FB179AA57,2022,GRID3,multiple data sources,Kwilu_001,0.589542747113444,0.014091915720450,19.818696751000061,-5.783792168999980,19.985042175000046,-5.623475912999936
COD_Kwilu_Kikwit_Mukedi_Kilembe-MC,Kwilu,Kikwit,Mukedi,Kilembe MC,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mukedi,COD,as_6524C4374A,2022,GRID3,multiple data sources,Kwilu_001,0.384092436116895,0.006096677167238,19.802034013000025,-5.729092282999943,19.899936376000028,-5.588862502999973
COD_Kwilu_Kikwit_Mukedi_Kilundu,Kwilu,Kikwit,Mukedi,Kilundu,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mukedi,COD,as_DF2D71B90E,2022,GRID3,multiple data sources,Kwilu_001,0.364577561590601,0.007670876934991,19.679188355000065,-5.855751646999977,19.781132419000073,-5.734890450999956
COD_Kwilu_Kikwit_Mukedi_Kinga,Kwilu,Kikwit,Mukedi,Kinga,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mukedi,COD,as_68A7DB08D1,2022,GRID3,multiple data sources,Kwilu_001,0.563512794761162,0.013740528130116,19.912331980000033,-5.887908015999926,20.078466370000058,-5.730960479999965
COD_Kwilu_Kikwit_Mukedi_Kinguba,Kwilu,Kikwit,Mukedi,Kinguba,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mukedi,COD,as_CDD2AE65D9,2022,GRID3,multiple data sources,Kwilu_001,0.530397578592500,0.008489077806182,19.760694788000023,-5.608128389999933,19.927841966000074,-5.455539121999948
COD_Kwilu_Kikwit_Mukedi_Kinzamba-1,Kwilu,Kikwit,Mukedi,Kinzamba 1,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mukedi,COD,as_70EED461FF,2022,GRID3,multiple data sources,Kwilu_001,0.392910096837223,0.006761205525635,19.609984893000046,-5.710728695999933,19.735777061000078,-5.617488349999974
COD_Kwilu_Kikwit_Mukedi_Kinzamba-2,Kwilu,Kikwit,Mukedi,Kinzamba 2,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mukedi,COD,as_D6C00C9FC6,2022,GRID3,multiple data sources,Kwilu_001,0.446672210341152,0.008526691945917,19.625871041000039,-5.824389785999927,19.748602324000046,-5.693618114999936
COD_Kwilu_Kikwit_Mukedi_Kipita,Kwilu,Kikwit,Mukedi,Kipita,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mukedi,COD,as_D224D2D428,2022,GRID3,multiple data sources,Kwilu_001,0.522384220253297,0.012765074520675,19.996818709000024,-5.857882494999956,20.168995900000027,-5.710632979999957
COD_Kwilu_Kikwit_Mukedi_Kondo,Kwilu,Kikwit,Mukedi,Kondo,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mukedi,COD,as_F227AC1388,2022,GRID3,multiple data sources,Kwilu_001,0.725372805090402,0.023532313724858,19.611994644000049,-6.119431769999949,19.830511228000034,-5.915690623999978
COD_Kwilu_Kikwit_Mukedi_Lozo-Kakese,Kwilu,Kikwit,Mukedi,Lozo Kakese,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mukedi,COD,as_0E058714FB,2022,GRID3,multiple data sources,Kwilu_001,0.413561177184231,0.007996247828233,19.736283431000061,-5.815257660999976,19.842492736000054,-5.660949368999979
COD_Kwilu_Kikwit_Mukedi_Lozo-Munene,Kwilu,Kikwit,Mukedi,Lozo Munene,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mukedi,COD,as_97EF9FD404,2022,GRID3,multiple data sources,Kwilu_001,0.472463875466420,0.011157378241234,19.510543124000037,-5.755208791999962,19.648532162000038,-5.620003335999968
COD_Kwilu_Kikwit_Mukedi_Luhelo,Kwilu,Kikwit,Mukedi,Luhelo,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mukedi,COD,as_51CDD5A03B,2022,GRID3,multiple data sources,Kwilu_001,0.491604170755647,0.009800046116084,19.762148786000068,-6.057612330999973,19.913298690000033,-5.945525291999957
COD_Kwilu_Kikwit_Mukedi_Matondo,Kwilu,Kikwit,Mukedi,Matondo,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mukedi,COD,as_3EA60E5AE9,2022,GRID3,multiple data sources,Kwilu_001,0.552332393165749,0.015611649153293,19.781082300000037,-5.895471705999967,19.959021303000043,-5.740572442999962
COD_Kwilu_Kikwit_Mukedi_Matshi,Kwilu,Kikwit,Mukedi,Matshi,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mukedi,COD,as_46D674BF2A,2022,GRID3,multiple data sources,Kwilu_001,0.298050939807678,0.005058984360190,20.061153928000067,-5.440753516999962,20.138982962000057,-5.342607307999970
COD_Kwilu_Kikwit_Mukedi_Mujima,Kwilu,Kikwit,Mukedi,Mujima,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mukedi,COD,as_47F6A28FF8,2022,GRID3,multiple data sources,Kwilu_001,0.597733312335996,0.009381382629875,19.736240993000024,-5.938058923999961,19.905346514000030,-5.815941412999962
COD_Kwilu_Kikwit_Mukedi_Mukedi,Kwilu,Kikwit,Mukedi,Mukedi,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mukedi,COD,as_3E6B1FE155,2022,GRID3,multiple data sources,Kwilu_001,0.508410012134584,0.008165081530737,19.718383782000046,-5.718005615999971,19.892429504000063,-5.568391390999977
COD_Kwilu_Kikwit_Mukedi_Musanga-Lubwe,Kwilu,Kikwit,Mukedi,Musanga Lubwe,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mukedi,COD,as_81727CCF96,2022,GRID3,multiple data sources,Kwilu_001,0.839280315545571,0.033946777434376,19.483992437000040,-6.045862941999928,19.645783846000029,-5.725272703999963
COD_Kwilu_Kikwit_Mukedi_Ngashi-Dibaya,Kwilu,Kikwit,Mukedi,Ngashi Dibaya,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mukedi,COD,as_2D14B29EAA,2022,GRID3,multiple data sources,Kwilu_001,0.347703934770120,0.006233906083343,20.019131612000024,-5.370091730999945,20.150702187000036,-5.296942602999934
COD_Kwilu_Kikwit_Mukedi_Ngashi-MC,Kwilu,Kikwit,Mukedi,Ngashi MC,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mukedi,COD,as_634C32B490,2022,GRID3,multiple data sources,Kwilu_001,0.393039231552256,0.009039873744343,19.630837009000061,-5.927215203999936,19.743959557000039,-5.817523112999936
COD_Kwilu_Kikwit_Mukedi_Ngudi,Kwilu,Kikwit,Mukedi,Ngudi,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mukedi,COD,as_5765CDF099,2022,GRID3,multiple data sources,Kwilu_001,0.866057851896836,0.032076395159419,19.941985929000055,-5.591619546999937,20.142845824000062,-5.357716559999972
COD_Kwilu_Kikwit_Mukedi_Nioka-Kakese,Kwilu,Kikwit,Mukedi,Nioka Kakese,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mukedi,COD,as_7E0BEEFD3D,2022,GRID3,multiple data sources,Kwilu_001,0.245568460169693,0.003695871283756,19.697964236000075,-5.658724188999940,19.780810952000024,-5.583413279999945
COD_Kwilu_Kikwit_Mungindu_Aten,Kwilu,Kikwit,Mungindu,Aten,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mungindu,COD,as_7A0A072E68,2022,GRID3,multiple data sources,Kwilu_001,0.628072336347485,0.015160794557365,19.168344734000073,-5.341011369999933,19.341115896000076,-5.149458012999958
COD_Kwilu_Kikwit_Mungindu_Bangi-Songo,Kwilu,Kikwit,Mungindu,Bangi Songo,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mungindu,COD,as_F103DE05C6,2022,GRID3,multiple data sources,Kwilu_001,0.356122872998793,0.004962636554409,19.063530806000074,-5.546363403999976,19.123892851000051,-5.414797926999938
COD_Kwilu_Kikwit_Mungindu_Bondo,Kwilu,Kikwit,Mungindu,Bondo,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mungindu,COD,as_7352B56103,2022,GRID3,multiple data sources,Kwilu_001,0.537774056723883,0.010903755044201,19.169508781000047,-5.539173039999980,19.337364307000030,-5.404511047999961
COD_Kwilu_Kikwit_Mungindu_Bushi,Kwilu,Kikwit,Mungindu,Bushi,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mungindu,COD,as_A6B4494DDE,2022,GRID3,multiple data sources,Kwilu_001,0.254892442447928,0.003353307018239,19.040584800000033,-5.411857640999926,19.124998442000049,-5.342480555999941
COD_Kwilu_Kikwit_Mungindu_Indela,Kwilu,Kikwit,Mungindu,Indela,COD_Kwilu,COD_Kwilu_Kikwit,COD_Kwilu_Kikwit_Mungindu,COD,as_968A29D567,2022,GRID3,multiple data sources,Kwilu_001,0.293255741050639,0.004335093376438,19.126557011000045,-5.467681733999939,19.223152403000029,-5.376448759999960
